,age,num_publications,specialty,marketing_dollars_spent,purchased
7578,56,7,cardiology,25,False
7579,46,7,other,7,False
7580,38,4,emergency medicine,23,True
7581,53,11,cardiology,15,False
7582,30,3,emergency medicine,2,True
7583,53,8,internal medicine,11,True
7584,55,2,other,19,True
7585,28,9,cardiology,10,False
7586,35,7,other,25,False
7587,56,10,obgyn,12,False
7588,50,6,other,2,False
7589,28,4,emergency medicine,11,True
7590,47,2,other,0,True
7591,56,6,obgyn,21,False
7592,46,3,emergency medicine,15,True
7593,36,5,internal medicine,25,True
7594,27,7,internal medicine,6,True
7595,50,6,internal medicine,24,True
7596,38,9,obgyn,20,False
7597,47,9,obgyn,14,False
7598,30,10,obgyn,14,False
7599,27,7,emergency medicine,26,False
7600,53,8,other,2,False
7601,42,12,other,26,False
7602,29,12,emergency medicine,20,False
7603,29,6,other,28,False
7604,40,6,internal medicine,28,True
7605,49,10,emergency medicine,15,False
7606,31,7,cardiology,7,False
7607,31,10,other,6,False
7608,25,10,emergency medicine,26,False
7609,28,8,internal medicine,4,True
7610,32,7,emergency medicine,22,False
7611,29,5,emergency medicine,28,True
7612,38,12,other,0,False
7613,34,11,cardiology,21,False
7614,53,5,cardiology,3,False
7615,41,10,emergency medicine,1,False
7616,40,8,obgyn,4,False
7617,35,6,internal medicine,6,True
7618,34,11,internal medicine,11,False
7619,39,7,other,10,False
7620,53,3,other,6,True
7621,51,6,emergency medicine,2,False
7622,42,5,other,27,False
7623,46,10,obgyn,24,False
7624,45,6,obgyn,27,False
7625,33,8,cardiology,5,False
7626,49,7,cardiology,5,False
7627,40,4,obgyn,13,False
7628,45,9,obgyn,16,False
7629,43,6,other,10,False
7630,53,11,obgyn,5,False
7631,47,12,internal medicine,0,False
7632,44,9,obgyn,16,False
7633,35,8,cardiology,15,False
7634,30,8,emergency medicine,19,False
7635,27,11,emergency medicine,2,False
7636,43,4,obgyn,7,False
7637,46,4,obgyn,27,False
7638,42,9,internal medicine,12,False
7639,31,7,cardiology,20,False
7640,49,4,emergency medicine,13,True
7641,42,7,cardiology,29,False
7642,44,5,cardiology,6,False
7643,55,8,cardiology,25,False
7644,56,6,obgyn,29,False
7645,54,5,internal medicine,27,True
7646,33,4,other,12,True
7647,32,11,emergency medicine,22,False
7648,28,7,other,5,False
7649,42,7,obgyn,21,False
7650,37,4,obgyn,28,False
7651,26,8,obgyn,17,False
7652,44,10,other,25,False
7653,47,9,internal medicine,28,True
7654,58,13,obgyn,0,False
7655,48,6,obgyn,3,False
7656,40,6,other,2,False
7657,56,6,other,18,False
7658,53,5,internal medicine,18,True
7659,44,9,internal medicine,2,True
7660,32,3,internal medicine,6,True
7661,39,4,internal medicine,27,True
7662,49,5,other,23,False
7663,57,6,obgyn,12,False
7664,31,3,cardiology,11,False
7665,57,6,other,8,False
7666,53,9,internal medicine,6,True
7667,36,6,other,28,False
7668,31,11,obgyn,21,False
7669,43,6,other,0,False
7670,37,14,other,28,False
7671,55,9,internal medicine,12,True
7672,40,8,other,0,False
7673,58,5,emergency medicine,16,True
7674,44,7,cardiology,3,False
7675,40,11,other,24,False
7676,39,7,cardiology,10,False
7677,41,9,cardiology,28,False
7678,51,9,other,27,False
7679,54,6,other,24,False
7680,59,4,emergency medicine,17,True
7681,56,9,internal medicine,23,True
7682,42,5,other,20,False
7683,56,8,other,3,False
7684,58,4,internal medicine,27,True
7685,46,6,internal medicine,20,True
7686,44,6,other,20,False
7687,56,5,internal medicine,0,False
7688,49,12,emergency medicine,19,False
7689,47,8,cardiology,16,True
7690,28,10,cardiology,15,False
7691,38,9,cardiology,0,False
7692,29,7,emergency medicine,12,False
7693,52,5,emergency medicine,10,True
7694,25,5,obgyn,9,False
7695,38,9,other,14,False
7696,31,5,obgyn,19,False
7697,57,6,other,29,False
7698,50,2,obgyn,20,False
7699,29,3,emergency medicine,10,True
7700,53,8,obgyn,2,False
7701,33,6,other,6,False
7702,46,11,obgyn,27,False
7703,45,15,cardiology,1,False
7704,25,4,obgyn,0,False
7705,50,4,other,1,False
7706,55,5,other,3,False
7707,55,4,internal medicine,3,True
7708,35,9,other,2,False
7709,53,9,other,25,False
7710,38,11,emergency medicine,12,False
7711,35,2,internal medicine,24,True
7712,46,8,other,3,False
7713,53,5,cardiology,22,False
7714,37,8,cardiology,7,False
7715,37,7,other,25,False
7716,59,5,other,23,False
7717,33,8,internal medicine,28,True
7718,29,7,other,2,False
7719,55,4,internal medicine,16,True
7720,52,7,other,11,False
7721,50,5,emergency medicine,7,True
7722,59,11,other,24,False
7723,48,5,cardiology,29,False
7724,30,5,internal medicine,9,True
7725,43,7,internal medicine,9,True
7726,50,5,emergency medicine,20,True
7727,51,8,cardiology,20,False
7728,57,2,obgyn,26,False
7729,50,5,emergency medicine,23,True
7730,25,3,internal medicine,16,True
7731,50,5,obgyn,4,False
7732,29,7,cardiology,24,False
7733,28,5,cardiology,16,False
7734,53,6,cardiology,9,False
7735,28,5,internal medicine,26,True
7736,55,6,emergency medicine,9,False
7737,29,7,emergency medicine,28,False
7738,40,4,internal medicine,4,True
7739,56,5,cardiology,13,True
7740,57,11,internal medicine,5,False
7741,34,7,obgyn,5,False
7742,42,10,emergency medicine,24,False
7743,40,11,obgyn,13,False
7744,39,12,other,21,False
7745,43,11,other,19,False
7746,27,10,obgyn,18,False
7747,31,8,other,11,False
7748,32,8,obgyn,14,False
7749,32,12,other,27,False
7750,45,9,internal medicine,12,True
7751,54,6,other,23,False
7752,30,6,internal medicine,23,True
7753,53,5,emergency medicine,16,True
7754,53,4,internal medicine,13,True
7755,36,2,internal medicine,16,True
7756,38,5,internal medicine,11,True
7757,31,6,emergency medicine,27,False
7758,30,4,internal medicine,23,True
7759,59,11,internal medicine,16,False
7760,46,8,internal medicine,10,True
7761,50,2,internal medicine,11,True
7762,49,6,obgyn,9,False
7763,47,5,internal medicine,26,True
7764,25,7,internal medicine,14,True
7765,25,8,obgyn,16,True
7766,28,7,emergency medicine,18,False
7767,41,5,obgyn,22,False
7768,58,7,internal medicine,28,True
7769,50,7,cardiology,11,False
7770,36,8,cardiology,1,False
7771,47,12,other,23,False
7772,26,7,internal medicine,0,True
7773,30,7,cardiology,21,False
7774,27,8,other,24,False
7775,54,4,emergency medicine,18,True
7776,44,3,emergency medicine,14,True
7777,35,5,internal medicine,14,True
7778,45,10,emergency medicine,0,False
7779,48,8,other,22,False
7780,31,7,emergency medicine,8,False
7781,29,6,emergency medicine,27,False
7782,32,11,emergency medicine,13,False
7783,32,10,other,2,False
7784,26,9,other,26,False
7785,26,6,other,22,False
7786,42,7,internal medicine,28,True
7787,43,9,cardiology,4,False
7788,59,7,internal medicine,15,True
7789,42,6,other,21,False
7790,26,4,emergency medicine,13,True
7791,45,12,cardiology,24,False
7792,45,3,emergency medicine,1,True
7793,32,7,cardiology,8,False
7794,31,4,obgyn,8,False
7795,40,5,emergency medicine,7,False
7796,52,5,emergency medicine,16,True
7797,42,7,internal medicine,3,True
7798,52,11,emergency medicine,8,False
7799,30,8,internal medicine,1,True
7800,25,9,emergency medicine,2,False
7801,48,9,other,14,False
7802,45,6,cardiology,18,False
7803,36,9,obgyn,28,False
7804,50,8,internal medicine,23,True
7805,29,7,other,8,False
7806,51,7,other,17,False
7807,28,9,obgyn,20,False
7808,54,6,other,8,False
7809,27,7,other,27,False
7810,49,7,emergency medicine,17,False
7811,50,4,other,11,False
7812,40,8,obgyn,10,False
7813,41,9,other,2,False
7814,37,6,emergency medicine,11,False
7815,26,6,cardiology,0,False
7816,50,2,emergency medicine,18,True
7817,48,8,other,11,False
7818,59,6,cardiology,0,False
7819,49,5,internal medicine,11,True
7820,31,9,obgyn,1,False
7821,55,5,internal medicine,9,True
7822,33,6,internal medicine,6,True
7823,46,10,emergency medicine,27,False
7824,55,7,other,15,False
7825,30,10,cardiology,2,False
7826,31,6,other,20,False
7827,56,5,internal medicine,29,True
7828,42,8,cardiology,17,True
7829,51,4,other,4,False
7830,57,13,cardiology,1,False
7831,41,5,internal medicine,15,True
7832,58,7,internal medicine,28,True
7833,34,8,internal medicine,7,True
7834,34,8,obgyn,12,False
7835,41,15,obgyn,16,False
7836,44,10,cardiology,21,False
7837,31,5,obgyn,14,False
7838,31,3,emergency medicine,1,True
7839,40,7,obgyn,7,False
7840,39,9,obgyn,10,False
7841,25,7,obgyn,9,False
7842,42,7,other,7,False
7843,51,5,cardiology,0,False
7844,32,9,cardiology,0,False
7845,54,9,emergency medicine,13,False
7846,35,7,obgyn,22,False
7847,30,6,obgyn,4,False
7848,53,7,obgyn,10,False
7849,31,8,other,1,False
7850,52,10,other,17,False
7851,34,10,internal medicine,12,True
7852,42,6,internal medicine,6,True
7853,59,3,other,27,True
7854,42,9,other,9,False
7855,33,5,obgyn,21,True
7856,49,9,internal medicine,14,True
7857,53,8,cardiology,8,False
7858,55,5,internal medicine,21,True
7859,52,12,obgyn,13,False
7860,29,9,emergency medicine,15,False
7861,55,4,obgyn,16,False
7862,26,11,internal medicine,3,False
7863,39,6,obgyn,18,False
7864,50,8,obgyn,3,False
7865,57,8,internal medicine,8,False
7866,25,7,cardiology,19,False
7867,28,8,internal medicine,18,True
7868,38,6,cardiology,0,False
7869,35,3,obgyn,12,True
7870,48,12,other,6,False
7871,31,6,obgyn,16,False
7872,43,7,other,15,False
7873,55,8,cardiology,0,False
7874,45,9,cardiology,29,False
7875,59,8,cardiology,28,False
7876,58,8,internal medicine,22,True
7877,43,7,other,25,False
7878,38,10,obgyn,3,False
7879,52,7,internal medicine,14,True
7880,32,10,internal medicine,5,True
7881,54,10,obgyn,17,False
7882,52,3,internal medicine,16,True
7883,42,7,other,27,False
7884,49,5,obgyn,5,False
7885,37,11,other,7,False
7886,28,13,obgyn,25,False
7887,53,11,internal medicine,21,False
7888,54,5,emergency medicine,18,True
7889,58,8,obgyn,26,False
7890,58,9,cardiology,18,False
7891,52,9,internal medicine,21,True
7892,37,10,internal medicine,12,True
7893,46,7,other,12,False
7894,36,8,other,15,False
7895,27,7,obgyn,16,False
7896,55,6,other,1,False
7897,39,4,obgyn,9,False
7898,39,1,other,17,True
7899,35,6,internal medicine,29,True
7900,29,6,internal medicine,13,True
7901,33,6,obgyn,19,False
7902,46,7,obgyn,21,False
7903,50,9,other,27,False
7904,51,7,internal medicine,8,True
7905,42,5,other,8,False
7906,43,8,cardiology,13,False
7907,50,10,internal medicine,26,True
7908,29,4,emergency medicine,14,True
7909,26,4,obgyn,26,True
7910,36,3,obgyn,5,False
7911,40,7,obgyn,29,False
7912,46,7,other,8,False
7913,58,4,cardiology,21,False
7914,39,7,other,10,False
7915,29,10,emergency medicine,15,False
7916,56,5,obgyn,0,True
7917,56,8,emergency medicine,13,False
7918,53,2,obgyn,0,False
7919,52,3,internal medicine,14,True
7920,51,7,other,20,False
7921,56,7,internal medicine,7,True
7922,51,9,cardiology,26,False
7923,26,10,other,6,False
7924,31,10,obgyn,28,False
7925,36,12,cardiology,29,True
7926,53,10,emergency medicine,0,False
7927,57,8,internal medicine,5,True
7928,39,5,obgyn,19,False
7929,41,15,obgyn,0,False
7930,27,10,other,18,False
7931,57,6,other,4,True
7932,30,10,internal medicine,2,True
7933,28,9,other,28,False
7934,51,11,obgyn,18,False
7935,39,10,cardiology,15,False
7936,30,1,obgyn,9,True
7937,37,8,cardiology,1,False
7938,38,7,other,28,False
7939,37,7,cardiology,17,False
7940,34,4,cardiology,18,False
7941,36,5,internal medicine,23,True
7942,33,5,other,22,False
7943,52,9,other,17,False
7944,33,12,emergency medicine,2,False
7945,40,8,obgyn,28,False
7946,27,7,cardiology,8,False
7947,41,10,internal medicine,9,True
7948,36,10,cardiology,5,False
7949,55,8,cardiology,10,False
7950,38,7,internal medicine,1,True
7951,38,8,internal medicine,4,True
7952,51,9,obgyn,7,False
7953,48,16,internal medicine,22,False
7954,37,6,internal medicine,3,True
7955,29,10,cardiology,9,False
7956,48,7,emergency medicine,29,False
7957,53,1,cardiology,0,True
7958,39,7,other,21,False
7959,29,3,emergency medicine,25,True
7960,49,6,cardiology,19,False
7961,49,8,obgyn,12,True
7962,26,6,other,27,True
7963,30,7,other,4,False
7964,28,7,other,26,False
7965,55,3,cardiology,6,False
7966,53,5,obgyn,29,False
7967,39,5,other,26,True
7968,45,6,obgyn,17,False
7969,44,4,other,18,False
7970,30,7,internal medicine,5,True
7971,50,5,other,20,False
7972,39,3,internal medicine,9,True
7973,39,5,cardiology,24,False
7974,40,7,emergency medicine,9,False
7975,43,8,cardiology,10,False
7976,57,8,other,19,False
7977,58,6,obgyn,4,False
7978,27,7,internal medicine,0,True
7979,26,7,obgyn,24,False
7980,26,4,internal medicine,19,True
7981,50,8,cardiology,24,False
7982,39,3,other,28,True
7983,46,9,obgyn,14,False
7984,46,5,obgyn,7,False
7985,58,3,cardiology,5,False
7986,34,5,other,16,False
7987,31,5,other,12,False
7988,50,5,other,19,False
7989,57,6,internal medicine,7,True
7990,57,6,internal medicine,26,True
7991,26,9,cardiology,23,False
7992,51,5,other,11,True
7993,31,11,internal medicine,20,False
7994,53,3,obgyn,17,False
7995,35,4,cardiology,14,False
7996,32,5,internal medicine,29,True
7997,32,8,other,23,False
7998,42,7,obgyn,10,True
7999,28,6,obgyn,11,False
8000,43,8,cardiology,3,False
8001,49,10,obgyn,10,False
8002,27,9,cardiology,12,False
8003,47,6,cardiology,16,False
8004,58,11,obgyn,26,False
8005,26,8,obgyn,8,True
8006,38,5,internal medicine,4,True
8007,42,9,obgyn,3,True
8008,46,7,other,2,False
8009,53,4,obgyn,3,False
8010,26,9,cardiology,13,False
8011,53,6,cardiology,25,False
8012,29,8,cardiology,11,False
8013,34,11,other,15,False
8014,25,8,emergency medicine,23,True
8015,53,12,obgyn,26,False
8016,56,4,other,14,False
8017,47,5,cardiology,12,True
8018,53,7,internal medicine,28,True
8019,56,9,obgyn,13,False
8020,31,5,emergency medicine,11,True
8021,34,9,cardiology,23,False
8022,25,7,cardiology,26,False
8023,32,8,obgyn,5,False
8024,53,4,cardiology,0,False
8025,58,5,internal medicine,22,True
8026,49,5,cardiology,29,True
8027,59,8,obgyn,28,False
8028,34,12,internal medicine,16,False
8029,51,13,obgyn,12,False
8030,32,7,obgyn,8,True
8031,57,7,internal medicine,25,True
8032,32,6,cardiology,25,False
8033,41,8,internal medicine,3,True
8034,52,13,emergency medicine,28,False
8035,45,6,obgyn,0,False
8036,41,9,internal medicine,21,True
8037,31,8,other,7,False
8038,52,1,obgyn,23,True
8039,37,12,cardiology,12,False
8040,25,6,internal medicine,4,True
8041,56,4,cardiology,0,False
8042,46,7,emergency medicine,13,False
8043,43,8,cardiology,20,False
8044,46,11,internal medicine,28,False
8045,47,4,internal medicine,19,True
8046,31,6,other,2,False
8047,28,6,cardiology,12,False
8048,41,7,emergency medicine,28,False
8049,44,12,emergency medicine,8,False
8050,34,4,obgyn,0,False
8051,31,8,emergency medicine,12,False
8052,38,5,obgyn,18,False
8053,59,22,cardiology,12,False
8054,40,7,internal medicine,28,True
8055,48,4,cardiology,16,False
8056,58,3,emergency medicine,26,True
8057,42,10,internal medicine,25,True
8058,50,7,obgyn,20,False
8059,53,6,internal medicine,2,True
8060,58,10,internal medicine,6,True
8061,59,9,internal medicine,11,False
8062,55,8,obgyn,10,False
8063,41,12,emergency medicine,17,False
8064,32,8,emergency medicine,24,False
8065,29,5,cardiology,9,True
8066,25,8,obgyn,21,False
8067,48,7,obgyn,0,False
8068,25,12,emergency medicine,26,False
8069,56,10,emergency medicine,0,False
8070,47,6,other,11,False
8071,41,4,cardiology,3,False
8072,49,8,cardiology,26,False
8073,51,5,internal medicine,25,True
8074,39,6,emergency medicine,24,False
8075,25,4,internal medicine,15,True
8076,39,3,obgyn,9,False
8077,48,6,other,11,False
8078,49,10,other,2,False
8079,56,11,other,15,False
8080,38,6,obgyn,11,False
8081,42,6,emergency medicine,20,False
8082,58,11,cardiology,2,False
8083,47,6,other,0,False
8084,41,10,obgyn,15,False
8085,52,11,cardiology,4,False
8086,32,8,obgyn,9,False
8087,36,6,cardiology,6,False
8088,57,10,emergency medicine,23,True
8089,30,6,emergency medicine,18,False
8090,41,12,other,26,False
8091,44,15,cardiology,23,False
8092,43,2,internal medicine,23,True
8093,52,7,cardiology,11,False
8094,41,9,obgyn,9,False
8095,36,5,emergency medicine,9,True
8096,54,7,emergency medicine,15,False
8097,30,8,internal medicine,5,True
8098,34,8,emergency medicine,12,False
8099,32,9,other,24,False
8100,39,7,emergency medicine,10,False
8101,28,8,cardiology,25,False
8102,56,4,other,23,False
8103,26,3,cardiology,1,False
8104,44,13,internal medicine,14,False
8105,38,9,obgyn,5,False
8106,45,6,emergency medicine,12,False
8107,41,7,emergency medicine,14,False
8108,30,7,emergency medicine,13,False
8109,48,4,obgyn,12,False
8110,59,5,internal medicine,2,True
8111,59,5,internal medicine,9,True
8112,54,7,emergency medicine,22,False
8113,54,2,internal medicine,10,False
8114,32,7,obgyn,29,False
8115,48,12,emergency medicine,13,False
8116,55,8,emergency medicine,29,False
8117,57,7,other,6,False
8118,39,8,other,8,False
8119,27,15,obgyn,7,False
8120,55,4,obgyn,14,False
8121,25,8,cardiology,15,False
8122,42,9,emergency medicine,15,False
8123,39,1,obgyn,11,True
8124,54,8,other,19,False
8125,53,8,obgyn,2,False
8126,41,10,emergency medicine,17,False
8127,38,3,other,12,True
8128,41,5,other,24,False
8129,53,13,internal medicine,6,False
8130,51,4,emergency medicine,4,True
8131,41,5,emergency medicine,6,True
8132,26,6,obgyn,23,False
8133,35,5,other,3,False
8134,47,7,other,28,True
8135,53,8,other,25,False
8136,47,10,cardiology,28,False
8137,44,8,other,8,False
8138,59,6,internal medicine,8,True
8139,55,3,cardiology,4,False
8140,57,10,other,2,False
8141,38,7,obgyn,8,False
8142,34,10,other,26,False
8143,53,8,emergency medicine,5,False
8144,48,6,obgyn,8,False
8145,33,4,other,5,False
8146,51,7,emergency medicine,20,False
8147,35,9,obgyn,7,False
8148,29,5,emergency medicine,25,True
8149,33,11,internal medicine,8,False
8150,31,3,internal medicine,18,True
8151,59,9,emergency medicine,10,True
8152,53,3,obgyn,2,True
8153,51,13,other,0,False
8154,47,1,emergency medicine,8,True
8155,29,12,internal medicine,14,False
8156,33,4,cardiology,9,False
8157,41,4,other,17,False
8158,31,4,other,22,False
8159,48,7,emergency medicine,10,False
8160,53,7,cardiology,4,False
8161,47,6,obgyn,0,False
8162,55,8,emergency medicine,15,True
8163,44,4,other,1,False
8164,49,5,other,18,False
8165,43,4,other,20,False
8166,31,14,obgyn,27,False
8167,54,9,internal medicine,8,True
8168,44,6,other,27,False
8169,38,2,emergency medicine,28,True
8170,26,5,cardiology,15,False
8171,52,9,cardiology,28,False
8172,27,7,other,10,False
8173,35,5,cardiology,15,False
8174,49,6,other,19,False
8175,53,4,obgyn,22,False
8176,53,5,internal medicine,19,True
8177,29,8,emergency medicine,8,False
8178,46,9,internal medicine,2,True
8179,33,9,obgyn,18,False
8180,40,5,obgyn,27,True
8181,44,7,cardiology,0,False
8182,40,4,emergency medicine,1,True
8183,43,8,other,16,False
8184,56,6,internal medicine,19,True
8185,29,4,emergency medicine,15,True
8186,52,1,obgyn,22,True
8187,30,4,obgyn,21,False
8188,46,5,other,12,False
8189,52,7,cardiology,21,False
8190,37,9,cardiology,18,False
8191,47,5,cardiology,16,False
8192,25,7,cardiology,24,False
8193,29,8,emergency medicine,16,False
8194,36,5,internal medicine,21,True
8195,58,8,other,18,False
8196,43,2,emergency medicine,24,True
8197,37,9,cardiology,26,False
8198,57,11,internal medicine,7,False
8199,41,5,internal medicine,2,True
8200,52,11,other,4,False
8201,53,11,other,7,False
8202,58,4,internal medicine,9,True
8203,41,8,internal medicine,3,True
8204,28,8,emergency medicine,1,False
8205,46,7,emergency medicine,20,False
8206,29,6,emergency medicine,6,False
8207,49,6,obgyn,0,False
8208,32,4,obgyn,23,False
8209,39,7,obgyn,5,False
8210,49,8,cardiology,18,False
8211,42,4,emergency medicine,11,True
8212,49,10,emergency medicine,14,False
8213,40,7,other,15,False
8214,59,8,other,2,False
8215,53,5,obgyn,3,False
8216,28,6,other,16,False
8217,59,6,cardiology,25,True
8218,34,10,emergency medicine,4,False
8219,41,9,emergency medicine,14,False
8220,26,7,obgyn,28,False
8221,51,5,obgyn,0,False
8222,36,5,emergency medicine,29,True
8223,58,10,cardiology,6,False
8224,50,5,cardiology,16,False
8225,58,5,other,9,False
8226,51,9,internal medicine,28,True
8227,54,8,other,13,False
8228,48,13,internal medicine,6,False
8229,53,7,cardiology,26,False
8230,50,4,emergency medicine,6,True
8231,35,5,emergency medicine,3,True
8232,33,6,emergency medicine,29,False
8233,49,6,internal medicine,0,True
8234,53,9,other,27,False
8235,31,8,other,29,False
8236,55,2,obgyn,6,False
8237,36,5,obgyn,25,False
8238,41,14,emergency medicine,4,False
8239,42,6,emergency medicine,23,False
8240,56,4,other,14,True
8241,59,9,emergency medicine,12,False
8242,45,7,internal medicine,18,True
8243,55,10,internal medicine,19,True
8244,33,8,emergency medicine,16,True
8245,46,12,internal medicine,8,False
8246,41,9,internal medicine,28,True
8247,28,9,emergency medicine,15,True
8248,41,12,other,6,False
8249,47,6,other,29,False
8250,54,4,cardiology,26,False
8251,27,6,cardiology,14,False
8252,56,8,internal medicine,14,True
8253,35,4,internal medicine,27,True
8254,27,7,emergency medicine,13,False
8255,41,8,other,28,False
8256,52,3,emergency medicine,21,True
8257,36,8,other,22,False
8258,37,4,obgyn,19,False
8259,29,9,cardiology,2,False
8260,43,9,internal medicine,4,True
8261,40,10,cardiology,26,False
8262,37,7,obgyn,10,False
8263,52,5,obgyn,11,False
8264,39,6,internal medicine,27,True
8265,53,1,internal medicine,14,True
8266,42,4,obgyn,7,False
8267,59,6,internal medicine,21,True
8268,49,6,internal medicine,7,True
8269,25,9,emergency medicine,16,False
8270,47,5,internal medicine,15,False
8271,57,9,cardiology,13,False
8272,52,6,cardiology,11,False
8273,26,7,cardiology,20,False
8274,58,7,internal medicine,20,True
8275,49,7,emergency medicine,10,False
8276,40,6,emergency medicine,25,False
8277,59,10,obgyn,20,False
8278,39,4,emergency medicine,14,True
8279,54,5,internal medicine,16,True
8280,48,6,internal medicine,24,True
8281,56,8,emergency medicine,29,False
8282,42,6,cardiology,15,False
8283,46,8,cardiology,15,False
8284,38,11,other,17,False
8285,59,7,emergency medicine,29,False
8286,25,4,internal medicine,10,True
8287,46,8,other,24,False
8288,58,2,obgyn,26,False
8289,37,4,cardiology,4,False
8290,57,10,internal medicine,17,True
8291,35,6,emergency medicine,19,False
8292,45,8,other,29,False
8293,38,2,cardiology,8,True
8294,42,7,emergency medicine,29,False
8295,41,3,internal medicine,2,True
8296,25,10,internal medicine,13,True
8297,45,8,internal medicine,4,True
8298,53,9,internal medicine,3,True
8299,50,7,obgyn,9,False
8300,52,8,cardiology,28,False
8301,48,8,other,5,False
8302,29,7,cardiology,9,False
8303,50,5,other,10,False
8304,31,9,internal medicine,29,True
8305,30,13,other,11,False
8306,35,4,emergency medicine,13,True
8307,54,4,obgyn,23,False
8308,59,7,internal medicine,20,True
8309,33,4,internal medicine,19,True
8310,41,5,other,5,False
8311,25,6,other,7,False
8312,25,7,other,12,False
8313,31,5,obgyn,16,True
8314,38,9,cardiology,7,False
8315,27,9,internal medicine,24,True
8316,52,7,internal medicine,16,True
8317,37,6,emergency medicine,16,False
8318,34,8,internal medicine,27,False
8319,31,9,internal medicine,0,True
8320,48,9,emergency medicine,4,False
8321,56,9,emergency medicine,2,False
8322,29,3,emergency medicine,10,True
8323,47,4,other,8,False
8324,39,9,other,26,False
8325,28,7,other,3,False
8326,29,11,internal medicine,26,False
8327,46,7,other,21,False
8328,31,4,other,21,False
8329,45,6,obgyn,29,False
8330,28,7,obgyn,12,False
8331,51,7,emergency medicine,4,False
8332,42,5,other,10,False
8333,30,6,cardiology,2,False
8334,51,8,other,26,False
8335,37,8,cardiology,28,False
8336,25,4,emergency medicine,17,True
8337,49,5,emergency medicine,14,True
8338,36,5,cardiology,24,False
8339,39,11,cardiology,16,False
8340,58,7,obgyn,13,False
8341,38,3,obgyn,12,False
8342,47,3,internal medicine,23,True
8343,35,9,obgyn,12,False
8344,42,8,other,26,False
8345,43,4,cardiology,6,False
8346,45,6,internal medicine,26,True
8347,42,8,internal medicine,28,True
8348,53,4,cardiology,8,False
8349,25,5,cardiology,10,False
8350,40,5,other,4,False
8351,32,5,other,15,False
8352,47,7,emergency medicine,19,False
8353,45,9,emergency medicine,24,False
8354,51,8,obgyn,12,False
8355,48,10,emergency medicine,8,False
8356,51,6,other,12,False
8357,50,4,emergency medicine,6,True
8358,32,9,obgyn,12,True
8359,33,9,emergency medicine,3,False
8360,39,6,emergency medicine,2,False
8361,30,1,cardiology,18,True
8362,52,7,obgyn,18,False
8363,54,6,internal medicine,29,True
8364,43,8,other,26,False
8365,47,11,internal medicine,10,False
8366,34,5,other,18,False
8367,35,5,obgyn,28,False
8368,48,12,cardiology,28,False
8369,37,10,cardiology,26,False
8370,55,6,obgyn,11,False
8371,37,10,emergency medicine,23,False
8372,29,4,internal medicine,19,True
8373,28,6,cardiology,19,False
8374,58,10,internal medicine,6,True
8375,45,6,internal medicine,4,True
8376,29,7,emergency medicine,29,False
8377,39,9,other,20,False
8378,43,7,emergency medicine,13,False
8379,56,3,emergency medicine,22,True
8380,51,4,cardiology,19,False
8381,35,7,obgyn,10,False
8382,26,5,other,7,False
8383,27,6,internal medicine,27,True
8384,53,8,emergency medicine,4,False
8385,37,4,cardiology,22,True
8386,28,9,internal medicine,23,True
8387,48,9,emergency medicine,21,False
8388,53,8,cardiology,19,False
8389,41,3,obgyn,11,False
8390,41,9,internal medicine,19,True
8391,52,6,emergency medicine,6,False
8392,53,7,cardiology,4,False
8393,43,11,cardiology,15,False
8394,36,6,emergency medicine,4,False
8395,45,3,emergency medicine,25,True
8396,43,5,other,23,False
8397,30,5,other,6,False
8398,27,10,other,20,False
8399,53,8,emergency medicine,24,False
8400,29,7,obgyn,2,False
8401,32,9,other,13,False
8402,36,7,internal medicine,19,True
8403,47,8,emergency medicine,27,False
8404,48,6,obgyn,10,False
8405,55,10,obgyn,17,False
8406,29,9,other,11,False
8407,34,4,cardiology,17,False
8408,25,11,cardiology,12,False
8409,56,3,obgyn,21,False
8410,49,5,cardiology,18,False
8411,27,5,other,10,False
8412,45,7,other,1,False
8413,33,6,cardiology,18,False
8414,38,10,emergency medicine,21,False
8415,37,10,other,12,True
8416,47,7,other,8,False
8417,40,5,obgyn,18,False
8418,40,4,internal medicine,27,True
8419,30,9,other,2,False
8420,42,6,obgyn,22,False
8421,27,5,internal medicine,25,True
8422,33,5,cardiology,12,False
8423,29,7,cardiology,3,False
8424,54,7,cardiology,14,False
8425,43,6,obgyn,14,False
8426,48,6,obgyn,24,True
8427,36,11,emergency medicine,9,False
8428,25,8,other,27,False
8429,47,12,cardiology,29,False
8430,27,5,obgyn,22,False
8431,41,6,other,23,False
8432,30,14,emergency medicine,29,False
8433,40,7,emergency medicine,24,False
8434,44,7,cardiology,14,True
8435,41,5,internal medicine,28,True
8436,31,7,obgyn,14,False
8437,25,8,cardiology,2,False
8438,36,5,internal medicine,7,True
8439,38,5,cardiology,15,False
8440,47,4,cardiology,22,False
8441,53,13,obgyn,14,False
8442,28,5,emergency medicine,27,True
8443,28,4,obgyn,19,False
8444,28,4,obgyn,3,False
8445,31,7,other,21,False
8446,40,10,other,27,False
8447,53,7,cardiology,28,False
8448,44,7,other,23,False
8449,45,5,cardiology,13,False
8450,39,12,internal medicine,16,False
8451,27,2,emergency medicine,7,True
8452,54,1,cardiology,23,True
8453,53,7,other,25,False
8454,55,6,cardiology,8,False
8455,50,12,obgyn,13,False
8456,46,7,internal medicine,9,True
